Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14006_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003
6037576503,14000US06037576503,Census Tract 5765.03,"Census Tract 5765.03, Los Angeles County, California",ca,140,0,ACSSF,5790,,,,,6,37,,,,576503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4510,37464.66,0.120380094,4510,2505,698,109,303,66,476,353,55.54,15.48,2.42,6.72,1.46,10.55,7.83,53257,1675,535,331,31.94,19.76
6037576601,14000US06037576601,Census Tract 5766.01,"Census Tract 5766.01, Los Angeles County, California",ca,140,0,ACSSF,5791,,,,,6,37,,,,576601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4418,26594.79,0.166122777,4418,3217,353,0,142,63,461,182,72.82,7.99,0,3.21,1.43,10.43,4.12,63099,2347,648,659,27.61,28.08
6037576602,14000US06037576602,Census Tract 5766.02,"Census Tract 5766.02, Los Angeles County, California",ca,140,0,ACSSF,5792,,,,,6,37,,,,576602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369,21300.86,0.205109058,4369,3118,409,0,263,0,322,257,71.37,9.36,0,6.02,0,7.37,5.88,65192,2019,440,312,21.79,15.45
6037576700,14000US06037576700,Census Tract 5767,"Census Tract 5767, Los Angeles County, California",ca,140,0,ACSSF,5793,,,,,6,37,,,,576700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3989,12381.18,0.322182574,3989,2744,426,14,459,3,109,234,68.79,10.68,0.35,11.51,0.08,2.73,5.87,64139,1271,342,306,26.91,24.08
6037576801,14000US06037576801,Census Tract 5768.01,"Census Tract 5768.01, Los Angeles County, California",ca,140,0,ACSSF,5794,,,,,6,37,,,,576801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991,20102.69,0.19853065,3991,2445,452,0,471,0,412,211,61.26,11.33,0,11.8,0,10.32,5.29,54589,1357,388,276,28.59,20.34
6037576802,14000US06037576802,Census Tract 5768.02,"Census Tract 5768.02, Los Angeles County, California",ca,140,0,ACSSF,5795,,,,,6,37,,,,576802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731,20657.19,0.180615123,3731,2200,668,12,339,13,326,173,58.97,17.9,0.32,9.09,0.35,8.74,4.64,58969,1415,344,357,24.31,25.23
6037576901,14000US06037576901,Census Tract 5769.01,"Census Tract 5769.01, Los Angeles County, California",ca,140,0,ACSSF,5796,,,,,6,37,,,,576901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5502,32030.21,0.171775313,5502,2743,660,38,858,0,1110,93,49.85,12,0.69,15.59,0,20.17,1.69,31028,1636,345,652,21.09,39.85
6037576903,14000US06037576903,Census Tract 5769.03,"Census Tract 5769.03, Los Angeles County, California",ca,140,0,ACSSF,5797,,,,,6,37,,,,576903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349,26713,0.125369693,3349,2080,490,0,299,0,400,80,62.11,14.63,0,8.93,0,11.94,2.39,38590,1085,343,380,31.61,35.02
6037576904,14000US06037576904,Census Tract 5769.04,"Census Tract 5769.04, Los Angeles County, California",ca,140,0,ACSSF,5798,,,,,6,37,,,,576904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418,24181.56,0.141347373,3418,2011,386,0,332,0,446,243,58.84,11.29,0,9.71,0,13.05,7.11,50740,962,299,285,31.08,29.63
6037577000,14000US06037577000,Census Tract 5770,"Census Tract 5770, Los Angeles County, California",ca,140,0,ACSSF,5799,,,,,6,37,,,,577000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7265,10191.91,0.712820291,7265,4199,827,99,1259,0,371,510,57.8,11.38,1.36,17.33,0,5.11,7.02,62089,2525,472,557,18.69,22.06
6037577100,14000US06037577100,Census Tract 5771,"Census Tract 5771, Los Angeles County, California",ca,140,0,ACSSF,5800,,,,,6,37,,,,577100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7003,14923.1,0.469272445,7003,5055,303,37,699,0,342,567,72.18,4.33,0.53,9.98,0,4.88,8.1,70396,2228,546,430,24.51,19.3
6037577200,14000US06037577200,Census Tract 5772,"Census Tract 5772, Los Angeles County, California",ca,140,0,ACSSF,5801,,,,,6,37,,,,577200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592,14817.86,0.377382443,5592,4358,432,0,375,0,236,191,77.93,7.73,0,6.71,0,4.22,3.42,86080,2265,382,330,16.87,14.57
6037577300,14000US06037577300,Census Tract 5773,"Census Tract 5773, Los Angeles County, California",ca,140,0,ACSSF,5802,,,,,6,37,,,,577300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515,15763.05,0.349868802,5515,4491,126,13,362,0,265,258,81.43,2.28,0.24,6.56,0,4.81,4.68,75904,2518,655,381,26.01,15.13
6037577400,14000US06037577400,Census Tract 5774,"Census Tract 5774, Los Angeles County, California",ca,140,0,ACSSF,5803,,,,,6,37,,,,577400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,12581.43,0.24917683,3135,2623,45,45,167,47,136,72,83.67,1.44,1.44,5.33,1.5,4.34,2.3,93059,1092,200,245,18.32,22.44
6037577501,14000US06037577501,Census Tract 5775.01,"Census Tract 5775.01, Los Angeles County, California",ca,140,0,ACSSF,5804,,,,,6,37,,,,577501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3408,10645.08,0.320147815,3408,3037,34,8,231,0,31,67,89.11,1,0.23,6.78,0,0.91,1.97,113750,582,143,152,24.57,26.12
6037577504,14000US06037577504,Census Tract 5775.04,"Census Tract 5775.04, Los Angeles County, California",ca,140,0,ACSSF,5805,,,,,6,37,,,,577504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,8611.194,0.158979115,1369,1172,50,8,65,21,14,39,85.61,3.65,0.58,4.75,1.53,1.02,2.85,94091,446,98,91,21.97,20.4
6037577602,14000US06037577602,Census Tract 5776.02,"Census Tract 5776.02, Los Angeles County, California",ca,140,0,ACSSF,5806,,,,,6,37,,,,577602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,6571.179,0.511932488,3364,2498,210,8,348,0,12,288,74.26,6.24,0.24,10.34,0,0.36,8.56,89149,555,168,163,30.27,29.37
6037577603,14000US06037577603,Census Tract 5776.03,"Census Tract 5776.03, Los Angeles County, California",ca,140,0,ACSSF,5807,,,,,6,37,,,,577603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141,7860.157,1.035729895,8141,6553,277,36,749,78,116,332,80.49,3.4,0.44,9.2,0.96,1.42,4.08,104989,1128,279,197,24.73,17.46
6037577604,14000US06037577604,Census Tract 5776.04,"Census Tract 5776.04, Los Angeles County, California",ca,140,0,ACSSF,5808,,,,,6,37,,,,577604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349,4032.015,0.334572207,1349,1156,53,0,87,0,3,50,85.69,3.93,0,6.45,0,0.22,3.71,95481,115,16,30,13.91,26.09
6037599000,14000US06037599000,Census Tract 5990,"Census Tract 5990, Los Angeles County, California",ca,140,0,ACSSF,5809,,,,,6,37,,,,599000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,3001.618,1.222340798,3669,2753,1,0,0,1,669,245,75.03,0.03,0,0,0.03,18.23,6.68,69353,1029,136,222,13.22,21.57
6037599100,14000US06037599100,Census Tract 5991,"Census Tract 5991, Los Angeles County, California",ca,140,0,ACSSF,5810,,,,,6,37,,,,599100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,3.124646,130.2547502,407,347,0,0,2,36,9,13,85.26,0,0,0.49,8.85,2.21,3.19,,82,14,13,17.07,15.85
6037600100,14000US06037600100,Census Tract 6001,"Census Tract 6001, Los Angeles County, California",ca,140,0,ACSSF,5811,,,,,6,37,,,,600100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7156,24464.65,0.292503672,7156,1886,2564,10,19,0,2641,36,26.36,35.83,0.14,0.27,0,36.91,0.5,29227,1774,440,884,24.8,49.83
6037600201,14000US06037600201,Census Tract 6002.01,"Census Tract 6002.01, Los Angeles County, California",ca,140,0,ACSSF,5812,,,,,6,37,,,,600201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4801,21230.06,0.226141588,4801,1966,1867,24,0,0,937,7,40.95,38.89,0.5,0,0,19.52,0.15,34408,1207,396,393,32.81,32.56
6037600202,14000US06037600202,Census Tract 6002.02,"Census Tract 6002.02, Los Angeles County, California",ca,140,0,ACSSF,5813,,,,,6,37,,,,600202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952,21715.68,0.320137391,6952,2149,3127,46,12,0,1608,10,30.91,44.98,0.66,0.17,0,23.13,0.14,33699,1657,423,586,25.53,35.37
6037600302,14000US06037600302,Census Tract 6003.02,"Census Tract 6003.02, Los Angeles County, California",ca,140,0,ACSSF,5814,,,,,6,37,,,,600302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2808,8900.128,0.315501076,2808,457,1962,195,11,0,128,55,16.27,69.87,6.94,0.39,0,4.56,1.96,49567,321,74,181,23.05,56.39
6037600303,14000US06037600303,Census Tract 6003.03,"Census Tract 6003.03, Los Angeles County, California",ca,140,0,ACSSF,5815,,,,,6,37,,,,600303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3961,28142.39,0.140748529,3961,1456,1411,9,2,0,1038,45,36.76,35.62,0.23,0.05,0,26.21,1.14,25781,1063,244,503,22.95,47.32
6037600304,14000US06037600304,Census Tract 6003.04,"Census Tract 6003.04, Los Angeles County, California",ca,140,0,ACSSF,5816,,,,,6,37,,,,600304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3905,22689.17,0.172108519,3905,1858,1247,36,38,0,656,70,47.58,31.93,0.92,0.97,0,16.8,1.79,31339,882,255,318,28.91,36.05
6037600400,14000US06037600400,Census Tract 6004,"Census Tract 6004, Los Angeles County, California",ca,140,0,ACSSF,5817,,,,,6,37,,,,600400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140,10880.59,0.380494041,4140,508,3153,0,0,0,349,130,12.27,76.16,0,0,0,8.43,3.14,45357,719,165,342,22.95,47.57
6037600501,14000US06037600501,Census Tract 6005.01,"Census Tract 6005.01, Los Angeles County, California",ca,140,0,ACSSF,5818,,,,,6,37,,,,600501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534,9987.141,0.253726272,2534,365,1735,14,83,0,249,88,14.4,68.47,0.55,3.28,0,9.83,3.47,60921,294,68,67,23.13,22.79
6037600502,14000US06037600502,Census Tract 6005.02,"Census Tract 6005.02, Los Angeles County, California",ca,140,0,ACSSF,5819,,,,,6,37,,,,600502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407,9388.325,0.256382269,2407,586,1106,0,86,0,589,40,24.35,45.95,0,3.57,0,24.47,1.66,63182,201,42,63,20.9,31.34
6037600601,14000US06037600601,Census Tract 6006.01,"Census Tract 6006.01, Los Angeles County, California",ca,140,0,ACSSF,5820,,,,,6,37,,,,600601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,10454.75,0.249742856,2611,113,2145,0,3,0,180,170,4.33,82.15,0,0.11,0,6.89,6.51,72500,397,89,117,22.42,29.47
6037600602,14000US06037600602,Census Tract 6006.02,"Census Tract 6006.02, Los Angeles County, California",ca,140,0,ACSSF,5821,,,,,6,37,,,,600602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671,10021.87,0.266517065,2671,678,951,26,46,0,825,145,25.38,35.6,0.97,1.72,0,30.89,5.43,35559,686,206,260,30.03,37.9
6037600702,14000US06037600702,Census Tract 6007.02,"Census Tract 6007.02, Los Angeles County, California",ca,140,0,ACSSF,5822,,,,,6,37,,,,600702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530,4914.92,0.921683421,4530,405,3410,0,0,0,562,153,8.94,75.28,0,0,0,12.41,3.38,91923,341,87,61,25.51,17.89
6037600703,14000US06037600703,Census Tract 6007.03,"Census Tract 6007.03, Los Angeles County, California",ca,140,0,ACSSF,5823,,,,,6,37,,,,600703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,9804.198,0.200628343,1967,182,1631,0,13,0,22,119,9.25,82.92,0,0.66,0,1.12,6.05,69413,171,46,61,26.9,35.67
6037600704,14000US06037600704,Census Tract 6007.04,"Census Tract 6007.04, Los Angeles County, California",ca,140,0,ACSSF,5824,,,,,6,37,,,,600704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218,8756.9,0.367481625,3218,343,2672,0,53,0,94,56,10.66,83.03,0,1.65,0,2.92,1.74,66250,666,131,182,19.67,27.33
6037600801,14000US06037600801,Census Tract 6008.01,"Census Tract 6008.01, Los Angeles County, California",ca,140,0,ACSSF,5825,,,,,6,37,,,,600801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248,8663.237,0.374917567,3248,487,2552,0,52,19,63,75,14.99,78.57,0,1.6,0.58,1.94,2.31,86331,228,82,65,35.96,28.51
6037600802,14000US06037600802,Census Tract 6008.02,"Census Tract 6008.02, Los Angeles County, California",ca,140,0,ACSSF,5826,,,,,6,37,,,,600802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518,3361.641,0.749038992,2518,107,2113,0,51,77,100,70,4.25,83.92,0,2.03,3.06,3.97,2.78,66694,685,207,66,30.22,9.64
6037600902,14000US06037600902,Census Tract 6009.02,"Census Tract 6009.02, Los Angeles County, California",ca,140,0,ACSSF,5827,,,,,6,37,,,,600902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6718,21737.69,0.309048536,6718,1460,3067,94,80,0,1445,572,21.73,45.65,1.4,1.19,0,21.51,8.51,38608,2016,630,626,31.25,31.05
6037600911,14000US06037600911,Census Tract 6009.11,"Census Tract 6009.11, Los Angeles County, California",ca,140,0,ACSSF,5828,,,,,6,37,,,,600911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245,12303.34,0.263749485,3245,1504,966,41,45,0,609,80,46.35,29.77,1.26,1.39,0,18.77,2.47,54700,609,140,207,22.99,33.99
6037600912,14000US06037600912,Census Tract 6009.12,"Census Tract 6009.12, Los Angeles County, California",ca,140,0,ACSSF,5829,,,,,6,37,,,,600912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5691,13585.41,0.418905416,5691,2780,947,66,50,0,1609,239,48.85,16.64,1.16,0.88,0,28.27,4.2,50600,803,186,330,23.16,41.1
6037601001,14000US06037601001,Census Tract 6010.01,"Census Tract 6010.01, Los Angeles County, California",ca,140,0,ACSSF,5830,,,,,6,37,,,,601001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471,7239.489,0.341322431,2471,634,1529,11,7,0,150,140,25.66,61.88,0.45,0.28,0,6.07,5.67,31934,915,186,283,20.33,30.93
6037601002,14000US06037601002,Census Tract 6010.02,"Census Tract 6010.02, Los Angeles County, California",ca,140,0,ACSSF,5831,,,,,6,37,,,,601002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099,20854.87,0.244499202,5099,807,2711,177,87,0,934,383,15.83,53.17,3.47,1.71,0,18.32,7.51,47624,1498,453,529,30.24,35.31
6037601100,14000US06037601100,Census Tract 6011,"Census Tract 6011, Los Angeles County, California",ca,140,0,ACSSF,5832,,,,,6,37,,,,601100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126,24768.79,0.247327401,6126,1269,1766,127,453,0,2318,193,20.71,28.83,2.07,7.39,0,37.84,3.15,34215,1828,578,611,31.62,33.42
6037601202,14000US06037601202,Census Tract 6012.02,"Census Tract 6012.02, Los Angeles County, California",ca,140,0,ACSSF,5833,,,,,6,37,,,,601202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3924,15533.49,0.252615456,3924,2362,184,51,106,0,1221,0,60.19,4.69,1.3,2.7,0,31.12,0,52578,515,166,164,32.23,31.84
6037601211,14000US06037601211,Census Tract 6012.11,"Census Tract 6012.11, Los Angeles County, California",ca,140,0,ACSSF,5834,,,,,6,37,,,,601211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2844,12704.21,0.223862813,2844,538,1180,0,8,21,996,101,18.92,41.49,0,0.28,0.74,35.02,3.55,41469,925,242,285,26.16,30.81
6037601212,14000US06037601212,Census Tract 6012.12,"Census Tract 6012.12, Los Angeles County, California",ca,140,0,ACSSF,5835,,,,,6,37,,,,601212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6889,30496.49,0.225894869,6889,1853,2579,59,0,231,1733,434,26.9,37.44,0.86,0,3.35,25.16,6.3,45563,1801,620,473,34.43,26.26
6037601301,14000US06037601301,Census Tract 6013.01,"Census Tract 6013.01, Los Angeles County, California",ca,140,0,ACSSF,5836,,,,,6,37,,,,601301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8505.943,0.237245887,2018,478,1262,6,61,0,48,163,23.69,62.54,0.3,3.02,0,2.38,8.08,64805,260,106,56,40.77,21.54
6037601302,14000US06037601302,Census Tract 6013.02,"Census Tract 6013.02, Los Angeles County, California",ca,140,0,ACSSF,5837,,,,,6,37,,,,601302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7377,15665.28,0.470914151,7377,1949,4143,2,237,0,721,325,26.42,56.16,0.03,3.21,0,9.77,4.41,47944,2367,541,793,22.86,33.5
6037601303,14000US06037601303,Census Tract 6013.03,"Census Tract 6013.03, Los Angeles County, California",ca,140,0,ACSSF,5838,,,,,6,37,,,,601303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221,30841.28,0.169286113,5221,957,2598,63,174,46,929,454,18.33,49.76,1.21,3.33,0.88,17.79,8.7,45607,1790,528,488,29.5,27.26
6037601401,14000US06037601401,Census Tract 6014.01,"Census Tract 6014.01, Los Angeles County, California",ca,140,0,ACSSF,5839,,,,,6,37,,,,601401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5688,9364.848,0.607377718,5688,1382,2058,206,210,0,1367,465,24.3,36.18,3.62,3.69,0,24.03,8.18,46754,1194,201,416,16.83,34.84
6037601402,14000US06037601402,Census Tract 6014.02,"Census Tract 6014.02, Los Angeles County, California",ca,140,0,ACSSF,5840,,,,,6,37,,,,601402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4850,12774.7,0.379656585,4850,2137,128,143,59,0,2298,85,44.06,2.64,2.95,1.22,0,47.38,1.75,55714,450,150,102,33.33,22.67
6037601501,14000US06037601501,Census Tract 6015.01,"Census Tract 6015.01, Los Angeles County, California",ca,140,0,ACSSF,5841,,,,,6,37,,,,601501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995,21869.58,0.182673819,3995,1929,148,6,0,192,1639,81,48.29,3.7,0.15,0,4.81,41.03,2.03,36515,888,259,285,29.17,32.09
6037601502,14000US06037601502,Census Tract 6015.02,"Census Tract 6015.02, Los Angeles County, California",ca,140,0,ACSSF,5842,,,,,6,37,,,,601502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3956,20876.19,0.189498175,3956,2305,60,29,125,0,1372,65,58.27,1.52,0.73,3.16,0,34.68,1.64,45132,665,146,239,21.95,35.94
6037601600,14000US06037601600,Census Tract 6016,"Census Tract 6016, Los Angeles County, California",ca,140,0,ACSSF,5843,,,,,6,37,,,,601600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122,11700.37,0.352296613,4122,1854,128,0,238,0,1839,63,44.98,3.11,0,5.77,0,44.61,1.53,49667,634,153,180,24.13,28.39
6037601700,14000US06037601700,Census Tract 6017,"Census Tract 6017, Los Angeles County, California",ca,140,0,ACSSF,5844,,,,,6,37,,,,601700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5427,18000.01,0.301499853,5427,1693,351,40,73,0,3137,133,31.2,6.47,0.74,1.35,0,57.8,2.45,47000,960,207,350,21.56,36.46
6037601801,14000US06037601801,Census Tract 6018.01,"Census Tract 6018.01, Los Angeles County, California",ca,140,0,ACSSF,5845,,,,,6,37,,,,601801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989,15905.3,0.187924809,2989,1808,82,10,0,0,1089,0,60.49,2.74,0.33,0,0,36.43,0,36594,570,186,191,32.63,33.51
6037601802,14000US06037601802,Census Tract 6018.02,"Census Tract 6018.02, Los Angeles County, California",ca,140,0,ACSSF,5846,,,,,6,37,,,,601802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3956,21164.99,0.186912449,3956,2114,140,7,0,0,1657,38,53.44,3.54,0.18,0,0,41.89,0.96,46789,712,211,128,29.63,17.98
6037601900,14000US06037601900,Census Tract 6019,"Census Tract 6019, Los Angeles County, California",ca,140,0,ACSSF,5847,,,,,6,37,,,,601900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,19135.25,0.268980011,5147,1732,821,53,14,0,2350,177,33.65,15.95,1.03,0.27,0,45.66,3.44,49855,964,345,200,35.79,20.75
6037602002,14000US06037602002,Census Tract 6020.02,"Census Tract 6020.02, Los Angeles County, California",ca,140,0,ACSSF,5848,,,,,6,37,,,,602002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012,14695.49,0.204960795,3012,868,318,19,230,0,1290,287,28.82,10.56,0.63,7.64,0,42.83,9.53,41678,508,141,223,27.76,43.9
6037602003,14000US06037602003,Census Tract 6020.03,"Census Tract 6020.03, Los Angeles County, California",ca,140,0,ACSSF,5849,,,,,6,37,,,,602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4457,18465.88,0.241364053,4457,1930,508,50,64,0,1792,113,43.3,11.4,1.12,1.44,0,40.21,2.54,43810,812,332,264,40.89,32.51
6037602004,14000US06037602004,Census Tract 6020.04,"Census Tract 6020.04, Los Angeles County, California",ca,140,0,ACSSF,5850,,,,,6,37,,,,602004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735,16330.21,0.228717276,3735,1154,813,0,63,0,1684,21,30.9,21.77,0,1.69,0,45.09,0.56,50926,608,217,178,35.69,29.28
6037602103,14000US06037602103,Census Tract 6021.03,"Census Tract 6021.03, Los Angeles County, California",ca,140,0,ACSSF,5851,,,,,6,37,,,,602103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6602,20455.89,0.322743194,6602,2046,1374,282,439,0,2063,398,30.99,20.81,4.27,6.65,0,31.25,6.03,37548,1794,649,461,36.18,25.7
6037602104,14000US06037602104,Census Tract 6021.04,"Census Tract 6021.04, Los Angeles County, California",ca,140,0,ACSSF,5852,,,,,6,37,,,,602104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5861,21056.14,0.278351097,5861,1831,1337,0,147,0,2198,348,31.24,22.81,0,2.51,0,37.5,5.94,47344,1385,452,364,32.64,26.28
6037602105,14000US06037602105,Census Tract 6021.05,"Census Tract 6021.05, Los Angeles County, California",ca,140,0,ACSSF,5853,,,,,6,37,,,,602105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,17256.93,0.246567552,4255,1486,623,20,186,50,1553,337,34.92,14.64,0.47,4.37,1.18,36.5,7.92,53053,963,240,344,24.92,35.72
6037602106,14000US06037602106,Census Tract 6021.06,"Census Tract 6021.06, Los Angeles County, California",ca,140,0,ACSSF,5854,,,,,6,37,,,,602106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5547,17523.08,0.316553976,5547,1876,949,0,832,23,1340,527,33.82,17.11,0,15,0.41,24.16,9.5,48646,1636,246,466,15.04,28.48
6037602200,14000US06037602200,Census Tract 6022,"Census Tract 6022, Los Angeles County, California",ca,140,0,ACSSF,5855,,,,,6,37,,,,602200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639,9379.877,0.814403001,7639,3893,909,2,545,117,1524,649,50.96,11.9,0.03,7.13,1.53,19.95,8.5,75417,1488,410,407,27.55,27.35
6037602301,14000US06037602301,Census Tract 6023.01,"Census Tract 6023.01, Los Angeles County, California",ca,140,0,ACSSF,5856,,,,,6,37,,,,602301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6272,9042.141,0.693641052,6272,3145,297,2,359,29,2025,415,50.14,4.74,0.03,5.72,0.46,32.29,6.62,83772,566,155,75,27.39,13.25
6037602302,14000US06037602302,Census Tract 6023.02,"Census Tract 6023.02, Los Angeles County, California",ca,140,0,ACSSF,5857,,,,,6,37,,,,602302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610,6162.889,0.74802586,4610,2850,118,10,986,0,64,582,61.82,2.56,0.22,21.39,0,1.39,12.62,127788,274,88,53,32.12,19.34
6037602402,14000US06037602402,Census Tract 6024.02,"Census Tract 6024.02, Los Angeles County, California",ca,140,0,ACSSF,5858,,,,,6,37,,,,602402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6234,12223.28,0.510010471,6234,2554,779,0,625,24,1933,319,40.97,12.5,0,10.03,0.38,31.01,5.12,52891,1036,347,288,33.49,27.8
6037602403,14000US06037602403,Census Tract 6024.03,"Census Tract 6024.03, Los Angeles County, California",ca,140,0,ACSSF,5859,,,,,6,37,,,,602403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289,23386.96,0.226151627,5289,1688,929,0,736,141,1559,236,31.92,17.56,0,13.92,2.67,29.48,4.46,54091,1437,330,304,22.96,21.16
